Unnamed: 0,text,label
40,"['ek', 'sham', 'yateem', 'bachon', 'ke', 'naam', 'charity', 'event', 'pressconfrence', 'bollywood', 'dkshroff', 'mustakkhan', 'sunilpaul', 'mumbaipictwittercomgvj37t5bta']",0
41,"['jab', 'shiv', 'sena', 'wale', 'mumbai', 'main', 'north', 'indian', 'ko', 'pitte', 'haiwo', 'bhi', 'kya', 'desh', 'bhagti', 'hai', 'ki', 'sab', 'vote', 'bank', 'ki', 'politics', 'hai']",0
42,"['cricket_news', 'umar', 'akmal', 'aur', 'kamran', 'akmal', 'ko', 'har', 'i', 'coach', 'se', 'takleef', 'hai', 'jo', 'inhain', 'na', 'khilai', 'waqaryounis']",0
43,"['rakshabandhan', 'contest', 'bollywood', 'jodi', 'mein', 'se', 'aisi', 'kaunsi', 'jodi', 'hai', 'jisne', 'kisi', 'movie', 'mein', 'bhaibehen', 'ka', 'role', 'nahi', 'kiya', 'hai', 'vadodarapictwittercom2jm5g3pt6e']",0
44,"['anuragbhadoriya', 'ji', 'aap', 'log', 'ke', 'upar', 'dhikaar', 'hai', 'politics', 'liye', 'kuch', 'bhi', 'bech', 'sakte', 'ho', 'yaar', 'soch', 'aisa', 'rakho', 'maa', 'mulk', 'ek', 'hai']",0
45,"['ghatiya', 'aurat', 'kuch', 'khuda', 'ka', 'khof', 'kro', 'politics', 'k', 'liye', 'quran', 'ka', 'mazaq', 'na', 'urao', 'fazul', 'logon']",0
46,"['timesnow', 'sc', 'ne', 'kaha', 'agar', 'triple', 'talaq', 'ka', 'mudda', 'islam', 'ka', 'hua', 'toh', 'usme', 'woh', 'dakhal', 'nahi', 'dengesirf', 'hindu', 'ke', 'tyohaar', 'denge']",0
47,"['jihadi', 'mindset', 'beti', 'ko', 'na', 'padhao', 'beti', 'ko', 'burkhe', 'rakho', 'beti', 'ko', 'terroristo', 'ko', 'bachane', 'ke', 'liye', 'use', 'karo', 'aur', 'triple', 'talaq', 'deke', 'safar', 'karne']",0
48,"['yaani', 'ji', 'desh', 'mein', 'tripletalaq', 'ban', 'hai', 'wo', 'sab', 'chutiya', 'hai']",0
49,"['politics', 'agar', 'kisi', 'ko', 'triple', 'talaaq', 'ke', 'bare', 'nahi', 'pata', 'hai', 'uske', 'bare', 'puche', 'aur', 'medium', 'ko', 'dalali', 'band', 'kar', 'dena', 'chahiye']",0
50,"['aaj', 'dhoni', 'ko', 'god', 'magic', 'man', 'bolnewale', 'kabhi', 'usiko', 'gaali', 'de', 'rahe', 'roflol', 'irony']",1
51,"['tumhara', 'called', 'kapil', 'sibbal', 'jb', 'triple', 'talaq', 'ko', 'support', 'karta', 'hai', 'tb', 'tumhara', 'aawaj', 'kyon', 'nahi', 'nikalta', 'padhe', 'likhe', 'gawar']",0
52,"['kanoon', 'majhabi', 'ho', 'par', 'mulk', 'dharm', 'nirpeksh', 'gazab', 'chahat', 'h', 'logo', 'ki', 'rtagree', 'tripletalaq', 'sardanarohit', 'nitu_ji', 'bobbydeol0', 'nikkynikky6']",0
53,"['play', 'dream11', 'imkccricket', 'pak11', 'kcfantasynews', 'zaman', 'shehzad', 'azam', 'malik', 'sahmed', 'imad', 'shadab', 'nawazfashraf', 'sohail', 'hali', 'raees']",0
54,"['bachhe', 'ki', 'maut', 'se', 'jyada', 'important', 'hai', 'tripletalaq', 'naspiton', 'ke', 'liye', 'muslim', 'dushmani', 'ka', 'ek', 'aur', 'saboot']",0
55,"['triple', 'talaq', 'se', 'bhe', 'tez', 'badhai', 'nitish', 'ji', '4', 'instant', 'talaqiddat', 'bhe', 'poori', 'nahi', 'ke', 'turant', 'nikahtejasvi', 'bahana', 'tha', 'bjp', 'mai', 'jaana', 'tha', '2']",0
56,"['mam', 'aap', 'kabhi', 'bjp', 'ka', 'support', 'karte', 'dikhte', 'h', 'bhir', 'dekhta', 'hu', 'sabhi', 'party', 'ko', 'aare', 'haaath', 'lete', 'h', 'kya', 'ye', 'bhi', 'ek', 'politics', 'nahi', 'h', 'mam']",0
57,"['saare', 'baghwaan', 'apne', 'ghar', 'pe', 'hai', 'chaar', 'dham', 'ki', 'yatra', 'mat', 'karo', 'uttrakhand', 'mat', 'jao', 'aunty', 'uttrakhand', 'meet', 'god', 'irony']",1
58,"['agar', 'yahi', 'chlta', 'rhato', 'bollywood', 'ka', 'future', 'khatre', 'mein', 'hai']",0
59,"['narendramodi', 'gssjodhpur', 'vasundharabjp', 'amitshah', 'jodhpurbanarthana', 'triple', 'talaq', 'se', 'pidit', 'roshan', 'banu', 'ka', 'bura', 'haal', 'please', 'help']",0
60,"['qaum', 'ko', 'bewaqoof', 'bananey', 'k', 'sau', 'tareeqon', 'mein', 'pehla', 'number', 'dramay', 'ka', 'hoga', 'freindly', 'patheecher', 'match', 'ko', 'cricket', 'ki', 'bahali', 'ka', 'naam', 'de', 'diya']",0
61,"['batao', 'ek', 'taraf', 'congress', 'ram', 'rahim', 'ke', 'liye', 'bjp', 'ko', 'ko', 'rahi', 'hai', 'dusri', 'taraf', 'politics', 'ke', 'ram', 'rahim', 'lalu', 'ke', 'saath', 'manch', 'share', 'kar', 'rahi', 'hai']",0
62,"['rastra', 'ke', 'liye', 'unhone', 'jo', 'kiya', 'wo', 'koi', 'bollywood', 'actor', 'nahi', 'kiya', 'nagrikta', 'par', 'sawaal', 'kyo', 'wo', 'hamare', 'liye', 'nationalist', 'hi', 'rahenge']",0
63,"['bhutto', 'ko', 'maray', '50', 'saal', 'hogaye', 'lakin', 'ajj', 'bhi', 'bhutto', 'kay', 'pottatnawasay', 'bhutto', 'k', 'naam', 'per', 'vote', 'le', 'raye', 'hain', 'rip', 'politics', 'chiniotbhuttoka']",0
64,"['maiden', 'shabash', 'ba', 'ab', 'aisay', 'khelo', 'sarcasm']",1
65,"['reliance', 'arey', 'aap', 'ki', 'company', 'ki', 'advertisement', 'kum', 'ho', 'gai', 'aisa', 'mat', 'kariyoaap', 'thode', 'aur', 'lutt', 'lo', 'aam', 'janta', 'ko', 'lekin', 'top', 'par', 'raho', 'irony', 'pun']",1
66,"['main', 'bachata', 'raha', 'deemak', 'se', 'ghar', 'apnaaur', 'kuch', 'kursi', 'ke', 'keedey', 'poora', 'desh', 'khaa', 'gaye', 'pappu', 'irony', 'maunibaba', 'india']",1
67,"['marcos', 'trescothick', 'ka', 'summer', 'set', 'se', 'muhaida', 'meri', 'bhook', 'khuwaish', 'jazba', 'bilkul', 'usi', 'tarah', 'mazboot', 'hai', 'jab', 'maine', 'cricket', 'ka', 'aaghaz', 'kiya', 'tha']",0
68,"['5th', 'odi', '10', 'number', 'jersey', 'pehen', 'ne', 'se', 'tendulkar', 'ban', 'jate', 'baat', 'hi', 'kuch', 'aur', 'thi', 'indvssl', 'spn_cricket']",0
69,"['tuje', 'acchse', 'janta', 'hu', 'tuje', 'kabhi', 'profit', 'nahi', 'hota', 'tip', 'par', 'loss', 'pakka', 'hota', 'cricket', 'insider', 'ki', 'bahot', 'tarif', 'karta', 'tha', 'na', 'ja', 'u', 'ko']",0
70,"['kam', 'se', 'kam', 'jai', 'shree', 'ram', 'keh', 'k', 'jaan', 'bach', 'jaati', 'hai', 'kahi', 'allah', 'hu', 'akhbar', 'keh', 'k', 'jaane', 'le', 'li', 'jaati', 'hai']",1
71,"['kamaalrkhan', 'bhai', 'jann', 'prabhas', 'bhi', 'hona', 'chaiye', 'list', 'main', 'usne', 'bollywood', '2rs', 'ppl', 'ke', 'maa', 'bhen', 'ek', 'kardi', 'hai']",0
72,"['dar', 'chutiya', 'hai', 'ye', 'bhi', 'bachche', 'mar', 'gaye', 'aur', 'isse', 'politics', 'sujh', 'rahi', 'hai']",0
73,"['golden', 'era', 'bollywood', '20102016', 'end', 'jisme', 'film', 'star', 'ke', 'naam', 'pe', 'kuch', 'bhi', 'chal', 'jata', 'ab', 'nahi', 'chalega', 'achha', 'lao', 'nahi', 'jao']",0
74,"['bhai', 'ji', 'ye', 'jo', 'aapne', 'itni', 'badi', 'baat', 'kahi', 'hai', 'wo', 'triple', 'talaq', 'pe', 'q', 'ni', 'kha', 'tha', 'wo', 'bhi', 'ek', 'tarah', 'ka', 'julm', 'hi', 'thaaapne', 'awaj', 'q', 'ni', 'uthaya']",0
75,"['childkillersarkar', 'lagata', 'hai', 'koi', 'minority', 'aur', 'dalit', 'nai', 'dead', 'kiaaisa', 'hota', 'pura', 'vipaksh', 'aaj', 'road', 'pae', 'hotaphr', 'vote', 'politics', 'chalu', 'hota']",0
76,"['sarah', 'lal', 'chowk', 'srinagar', 'main', 'jake', 'bharat', 'mata', 'ki', 'jai', 'bolnay', 'ke', 'liyee', 'desh', 'bhakti', 'ka', 'janoon', 'chahiyee', 'politics', 'please', 'better', 'understand']",0
77,"['tripletalaq', 'kya', 'congress', 'ka', 'kapil', 'sibbal', 'supreme', 'court', 'mein', 'ram', 'mandir', 'ke', 'liye', 'bhe', 'astha', 'wali', 'daleel', 'ke', 'saath', 'ram', 'mandir', 'ka', 'paksh', 'rakhega']",0
78,"['ji', 'baat', 'ham', 'aapse', 'sahemat', 'haiphir', 'viklp', 'badhane', 'ko', 'kyu', 'naa', 'sochatepadhe', 'likhe', 'log', 'kyu', 'naa', 'politics', 'interest', 'le', 'rahe', 'hai']",0
79,"['main', 'ne', 'pakistan', 'mein', 'cricket', 'ki', 'wapsi', 'se', 'zyada', 'allah', 'se', 'misbah', 'fan', 'ko', 'aqal', 'deny', 'ki', 'duaein', 'ki', 'thein', 'per', 'khair', 'jo', 'cheez', 'mumkin', 'thi', 'wo', 'hogai']",0
80,"['bharat', 'ke', 'politics', 'ke', 'liye', 'koi', 'shakat', 'kaanun', 'banana', 'chahiye', 'nahi', 'future', 'democracy', 'se', 'logo', 'barosha', 'uth', 'jaayega']",0
81,"['jitne', 'bhi', 'ladke', 'aj', 'woman', 'day', 'woman', 'day', 'kar', 'rahe', 'haiunme', 'se', '98', 'ladke', 'roz', 'maa', 'behen', 'ki', 'galiya', 'dete', 'hai', '_', 'irony']",1
82,"['inshaallah', 'pakistan', 'mn', 'cricket', 'dobara', 'bhaal', 'ho', 'jae', 'gi', 'aur', 'phir', 'ground', 'sajen', 'gae', 'phir', 'khel', 'hongae']",0
83,"['agar', 'ladki', 'ulti', 'karti', 'hai', 'uska', 'ek', 'hi', 'karan', 'mana', 'jata', 'hai', 'ki', 'woh', 'pregnant', 'hai', 'bollywood']",0
84,"['sad', 'aaj', 'ki', 'politics', 'ladne', 'ke', 'liye', 'purvajon', 'ko', 'badnam', 'mat', 'karo']",0
85,"['kuch', 'jyada', 'change', 'kar', 'diya', 'politics', 'lagta', 'hai']",0
86,"['umar', 'ho', 'gayi', 'hai', 'shayad', 'bhool', 'gaye', 'ho', '2', 'month', 'back', 'riot', 'killed', 'people', 'bashirhat', 'tab', 'kahan', 'thay', 'aap', 'tripletalaq', 'bachaa', 'rahey', 'thay']",0
87,"['mera', 'matlab', 'triple', 'talaq', 'dilwane', 'wallon', 'ke', 'saang', 'yarri', 'hai', 'unki', 'jo', 'apni', 'biwiyon', 'ko', 'na', 'talaq', 'dete', 'hain', 'na', 'suhagan', 'banne', 'diya', 'pls', 'ye', 'bhi']",0
88,"['bhai', 'wo', 'log', 'kitna', 'cricket', 'khelnge', 'insaan', 'hain', 'wo', 'bhi', 'time', 'milega', 'toh', 'hi', 'toh', 'khel', 'paayenge', 'ashwin', 'wagehra', 'toh', 'khel', 'hi', 'rahe', 'hain']",0
89,"['baazaar', 'saja', 'diye', 'milademustafa', 'saw', 'ke', 'liye', 'paighaamemustafa', 'saw', 'kya', 'hai', 'ye', 'hum', 'ne', 'bhula', 'diya', 'kashmir']",1
90,"['wo', 'dall', 'gaya', 'hai', 'per', 'abhi', 'jo', 'hazir', 'service', 'hai', 'un', 'ko', 'q', 'nai', 'samjh', 'ah', 'rahi', '3', 'border', 'per', 'halat', 'kharab', 'hai', 'aur', 'wo', 'politics', 'kar', 'rahye', 'hai']",0
91,"['hamary', 'mulk', 'mein', 'roz', 'cricket', 'bahal', 'ho', 'rahe', 'hote', 'hai', 'pata', 'hai', 'kyu', 'kyu', 'ke', 'ham', 'log', 'jahil', 'hai', 'yeh', 'ek', 'lolipophai']",0
92,"['triple', 'talaq', 'mardo', 'ka', 'ho', 'gaya', 'modi', 'n', 'yogi', 'kuch', 'karo', 'aamir', 'ko', 'jail', 'mein', 'dal', 'pure', 'bharat', 'ki', 'apse', 'guhar', 'hein']",0
93,"['culturally', 'rich', 'hongepar', 'gavaaro', 'ki', 'basti', 'bhi', 'mera', 'desh', 'susaid', 'irony', 'india']",1
94,"['har', 'cheez', 'mahangi', 'ho', 'rahi', 'hai', 'rupaye', 'ko', 'chhod', 'ke', 'irony']",1
95,"['triple', 'talaq', 'kya', 'ban', 'hua', 'mulle', 'aise', 'chilla', 'rahe', 'hai', 'jaise', 'inki', 'lulli', 'hi', 'kaat', 'di', 'ho']",0
96,"['blb', '1028', '20', 'ov', 'summary', 'manjesh', 'reddy', '3033', 'pavan', 'deshpande', '2825', 'sakuja', '320', 'ritesh', 'bhatkal', '16', 'blbvht', 'cricket']",0
97,"['koi', 'apne', 'naam', 'k', 'aage', 'plchhe', 'ram', 'lagaker', 'aur', 'koi', 'ram', 'ka', 'naam', 'pr', 'gandi', 'politics', 'krke', 'bhagwaan', 'ram', 'jaise', 'aadarsh', 'charitra', 'ko', 'badnaam', 'krte', 'ha']",0
98,"['ye', 'bhai', 'bhi', 'bada', 'ajib', 'khud', 'hi', 'poster', 'lagata', 'khud', 'hi', 'use', 'farzi', 'batata', 'ye', 'politics', 'politics', 'ke', 'liye', 'koi', 'itna', 'niche', 'gir', 'sakta', 'h']",0
99,"['halaala', 'apni', 'maan', 'se', 'behen', 'ke', 'saath', 'tripletalaq', 'polygamy', 'terrorism', '4shadi', 'sooar', 'ki', 'tarah', '40bachche', 'muslim', 'culture', 'hai', 'u', 'hate', 'ucc']",0
100,"['aaj', 'sale', 'fielding', 'bhi', 'achhi', 'krenge', 'puri', 'cricket', 'aaj', 'hi', 'khel', 'loge', 'chutiyo', 'indvssl']",0
101,"['aap', 'ko', 'ik', 'ne', 'party', 'shamil', 'nahi', 'kia', 'jo', 'k', 'aap', 'ki', 'bharpoor', 'koshish', 'thi', 'yehi', 'wajah', 'thi', 'k', 'ik', 'ko', 'family', 'politics', 'pasand', 'nahi']",0
102,"['vasundhra', 'ne', 'kya', 'kiya', 'hai', '8', 'jato', 'ko', 'ticket', 'deke', 'vo', 'cast', 'politics', 'nahi', 'hai', 'kya']",0
103,"['jaa', 'bhai', 'tu', 'cricket', 'khel', 'kuch', 'bhi', 'bhaukta', 'rehta', 'h']",0
104,"['sanjive', 'sir', 'aap', 'bikul', 'sahi', 'bol', 'rahe', 'ho', 'bjp', 'ki', 'sarkar', 'sirf', 'politics', 'walo', 'ki', 'azadi', 'hai', 'aur', 'desh', 'ke', 'liter', 'ki', 'na', 'baki', 'aam', 'admi', 'mar', 'raha', 'h']",0
105,"['ungli', 'karne', 'ki', 'aadat', 'nhi', 'gayi', 'tum', 'logo', 'ka', 'bhai', 'cricket', 'wapas', 'aa', 'raha', 'hai', 'usme', 'khush', 'hona', 'chahiye']",0
106,"['ab', 'kaun', 'aajkal', 'aise', 'twitter', 'mein', 'bhi', 'darshan', 'dete', 'hain', 'nirmalbabaji', 'ki', 'tarah', 'hum', 'dhanya', 'hue']",1
107,"['sabhi', 'se', 'anirodh', 'hai', 'pradesh', 'abhi', 'kuch', 'sahi', 'chal', 'rha', 'rajneta', 'zara', 'politics', 'band', 'karo', 'aur', 'logo', 'ki', 'madad', 'karo']",0
108,"['sab', 'samajh', 'rahi', 'hun', 'mai', 'medium', 'se', 'kahna', 'mai', 'bollywood', 'kam', 'karne', 'nahi', 'aai', 'india', 'kya', 'karne', 'aai', 'ho', 'tumhe', 'kya', 'lagta', 'hai', 'ye', 'sab', 'karogi', 'mai']",0
109,"['air', 'survey', 'chor', 'kar', 'jo', 'log', 'bhuk', 'pya', 'se', 'marr', 'rhe', 'hai', 'unko', 'dyan', 'diya', 'jayega', 'ya', 'bs', 'isme', 'vhi', 'politics', 'khela', 'jyegakuch', 'kijiye', 'pictwittercombvtvf6dk88']",0
110,"['kitanurag', 'mahabharat', 'arjun', 'tumhe', 'kya', 'dikh', 'raha', 'hai', 'amachli', 'ki', 'aankh', 'bollywood', 'arjun', 'tumhe', 'kya', 'dikh', 'raha', 'ha', 'shraddha', 'kiaankh']",0
111,"['kapil', 'sibal', 'ne', 'triple', 'talaq', 'mamale', 'bhi', 'case', 'lada', 'tha', 'aur', 'buri', 'tarah', 'muh', 'ki', 'khani', 'padi', 'thi', 'bar', 'bhi', 'wohi', 'hal', 'hoga']",0
112,"['ameen', 'jab', 'ap', 'jaise', 'qabil', 'lug', 'politics', 'main', 'ayen', 'ge', 'tu', 'inshaallah', 'asa', 'jald', 'ho', 'jae', 'ga']",0
113,"['apt', 'song', 'u', '2day', 'tum', 'itna', 'q', 'muskara', 'rahe', 'hokya', 'gum', 'hai', 'jisko', 'chupa', 'rahe', 'ho', 'tripletalaq', 'anupampkher', 'sirpareshrawal']",0
114,"['vikrantgupta73', 'tu', 'chala', 'jaya', 'kar', 'khelne', 'agar', 'itna', 'pata', 'h', 'cricket', 'k', 'baare', 'meior', 'budho', 'ko', 'bitha', 'k', 'bakwas', 'bulwate', 'ho', 'stopwatching', 'aajtak']",0
115,"['aur', 'triple', 'talaq', 'miya', 'vahan', 'bhi', 'kadi', 'ninda', 'kar', 'dete', 'apni', 'behno', 'ke', 'liye']",0
116,"['modi', 'ko', 'itna', 'mat', 'koso', 'warna', 'jald', 'hi', 'pure', 'parivar', 'saith', 'mitti', 'mein', 'mil', 'jaoge', 'se', 'jyada', 'negative', 'politics', 'accha', 'nahi', 'hota']",0
117,"['ye', 'saala', 'rapist', 'hai', 'house', 'arrest', 'kro', 'isko', 'bhe', 'bollywood', 'waale', 'kahn', 'gye']",0
118,"['ye', 'bhi', 'politics', 'haiaisi', 'rehamdil', 'saja', 'milti', 'hai', 'india', 'mai', 'tabhi', 'rape', 'hote', 'hai', 'continuous']",0
119,"['bollywood', 'contestalert', '1', 'hawa', 'hawa', '2', 'chalti', 'hai', 'kya', 'nau', 'se', 'baara', '3', 'kaala', 'chashma', 'jachda', 'e', 'gore', 'mukhde', 'pe']",0
120,"['sir', 'gaurakhsha', 'k', 'naam', 'pr', 'kitne', 'musalmaan', 'bhaiyo', 'k', 'maar', 'gaye', 'aur', 'ab', 'yeh', 'vande', 'mataram', 'pr', 'politics', 'toh', 'sir', 'yeh', 'rehene', 'doo', 'sir']",0
121,"['ek', 'salman', 'hai', 'jo', 'aapni', 'jeb', 'se', 'gareebo', 'ko', 'paisa', 'deta', 'hai', 'aur', 'ek', 'salman', 'hai', 'jo', 'viklanggarib', 'ke', 'paiso', 'se', 'aapni', 'jeb', 'bharta', 'haiirony']",1
122,"['captionthemoment', 'micromaxcup', 'indvssl', 'badshah', 'hai', 'cricket', 'ke', 'kaam', 'na', 'kisi', 'se', 'kam', 'naam', 'suna', 'h', 'hoga', 'shikhar', 'dhawan']",0
